x,u
0.00495049,0.0436363
0.00990099,0.152152
0.0148515,0.0726375
0.019802,0.0593365
0.0247525,0.144205
0.029703,0.00644118
0.0346535,0.0114689
0.039604,0.00985273
0.0445545,0.00255379
0.0495049,0.0221742
0.0544554,0.0619599
0.0594059,0.142793
0.0643564,0.00893334
0.0693069,0.051061
0.0742574,0.0667429
0.0792079,0.0869815
0.0841584,0.0157459
0.0891089,0.108888
0.0940594,0.0850615
0.0990099,0.121197
0.10396,0.160081
0.108911,0.0840482
0.113861,0.0241128
0.118812,0.127623
0.123762,0.144775
0.128713,0.158483
0.133663,0.0911975
0.138614,0.055237
0.143564,0.131918
0.148515,0.0200916
0.153465,0.00150042
0.158416,0.105836
0.163366,0.163872
0.168317,0.0300997
0.173267,0.0244655
0.178218,0.127435
0.183168,0.13728
0.188119,0.154075
0.193069,0.0166148
0.19802,0.0896376
0.20297,0.0415887
0.207921,0.0625181
0.212871,0.0429747
0.217822,0.0747781
0.222772,0.128905
0.227723,0.101619
0.232673,0.00440341
0.237624,0.114776
0.242574,0.113293
0.247525,0.137803
0.252475,0.155227
0.257426,0.0591584
0.262376,0.0237707
0.267327,0.0109652
0.272277,0.165366
0.277228,0.0823685
0.282178,0.129623
0.287129,0.113468
0.292079,0.0705781
0.29703,0.0432679
0.30198,0.0910918
0.306931,0.137438
0.311881,0.0696055
0.316832,0.0795879
0.321782,0.10534
0.326733,0.0504439
0.331683,0.0601597
0.336634,0.128624
0.341584,0.0489426
0.346535,0.114641
0.351485,0.151077
0.356436,0.0491478
0.361386,0.135604
0.366337,0.0215295
0.371287,0.16206
0.376238,0.152964
0.381188,0.0662674
0.386139,0.0428837
0.391089,0.0501769
0.39604,0.100541
0.40099,0.158051
0.405941,0.0674262
0.410891,0.133251
0.415842,0.047114
0.420792,0.136117
0.425743,0.127935
0.430693,0.0538077
0.435644,0.121197
0.440594,0.0448211
0.445545,0.151044
0.450495,0.150046
0.455446,0.143204
0.460396,0.0714064
0.465347,0.135656
0.470297,0.119712
0.475248,0.0019758
0.480198,0.105348
0.485149,0.153345
0.490099,0.0440347
0.495049,0.107715
